#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
5H|METL||HHN|37.889301|-77.969902|114.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-11T21:00:00.0000|2017-12-05T17:11:59.0000
5H|METL||HHN|37.889301|-77.969902|114.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:12:00.0000|2018-11-13T16:59:59.0000
5H|METL||HHZ|37.889301|-77.969902|114.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-05-11T21:00:00.0000|2017-12-05T17:11:59.0000
5H|METL||HHZ|37.889301|-77.969902|114.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:12:00.0000|2018-11-13T16:59:59.0000
5H|NORA||HHE|37.920502|-77.983002|133.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-16T15:00:00.0000|2017-12-05T17:30:59.0000
5H|NORA||HHE|37.920502|-77.983002|133.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:31:00.0000|2018-08-28T16:59:59.0000
5H|NORA||HHN|37.920502|-77.983002|133.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-16T15:00:00.0000|2017-12-05T17:30:59.0000
5H|NORA||HHN|37.920502|-77.983002|133.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:31:00.0000|2018-08-28T16:59:59.0000
5H|NORA||HHZ|37.920502|-77.983002|133.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-06-16T15:00:00.0000|2017-12-05T17:30:59.0000
5H|NORA||HHZ|37.920502|-77.983002|133.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:31:00.0000|2018-08-28T16:59:59.0000
5H|PETT||HHE|37.978802|-77.812599|94.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-29T17:30:00.0000|2017-12-05T15:37:59.0000
5H|PETT||HHE|37.978802|-77.812599|94.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T15:38:00.0000|2018-10-09T16:59:59.0000
5H|PETT||HHN|37.978802|-77.812599|94.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-29T17:30:00.0000|2017-12-05T15:37:59.0000
5H|PETT||HHN|37.978802|-77.812599|94.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T15:38:00.0000|2018-10-09T16:59:59.0000
5H|PETT||HHZ|37.978802|-77.812599|94.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-29T17:30:00.0000|2017-12-05T15:37:59.0000
5H|PETT||HHZ|37.978802|-77.812599|94.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T15:38:00.0000|2018-10-09T16:59:59.0000
5H|PTTI||HHE|37.940399|-77.986198|98.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-20T19:00:00.0000|2017-12-05T17:46:59.0000
5H|PTTI||HHE|37.940399|-77.986198|98.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:47:00.0000|2018-11-13T17:59:59.0000
5H|PTTI||HHN|37.940399|-77.986198|98.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-20T19:00:00.0000|2017-12-05T17:46:59.0000
5H|PTTI||HHN|37.940399|-77.986198|98.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:47:00.0000|2018-11-13T17:59:59.0000
5H|PTTI||HHZ|37.940399|-77.986198|98.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-20T19:00:00.0000|2017-12-05T17:46:59.0000
5H|PTTI||HHZ|37.940399|-77.986198|98.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T17:47:00.0000|2018-11-13T17:59:59.0000
5H|PWTN||HHE|37.533001|-77.986|99.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-03-30T21:00:00.0000|2017-12-06T16:48:59.0000
5H|PWTN||HHE|37.533001|-77.986|99.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T16:49:00.0000|2018-11-14T19:59:59.0000
5H|PWTN||HHN|37.533001|-77.986|99.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-03-30T21:00:00.0000|2017-12-06T16:48:59.0000
5H|PWTN||HHN|37.533001|-77.986|99.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T16:49:00.0000|2018-11-14T19:59:59.0000
5H|PWTN||HHZ|37.533001|-77.986|99.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-03-30T21:00:00.0000|2017-12-06T16:48:59.0000
5H|PWTN||HHZ|37.533001|-77.986|99.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-06T16:49:00.0000|2018-11-14T19:59:59.0000
5H|SHOE||HHE|37.972698|-78.0308|107.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-29T15:00:00.0000|2017-12-05T19:37:59.0000
5H|SHOE||HHE|37.972698|-78.0308|107.0|0.0|90.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T19:38:00.0000|2018-11-13T20:59:59.0000
5H|SHOE||HHN|37.972698|-78.0308|107.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-29T15:00:00.0000|2017-12-05T19:37:59.0000
5H|SHOE||HHN|37.972698|-78.0308|107.0|0.0|0.0|0.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T19:38:00.0000|2018-11-13T20:59:59.0000
5H|SHOE||HHZ|37.972698|-78.0308|107.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|100.0|2017-04-29T15:00:00.0000|2017-12-05T19:37:59.0000
5H|SHOE||HHZ|37.972698|-78.0308|107.0|0.0|0.0|-90.0|Guralp CMG-3T / Reftek RT130|9.43437E8|0.05|M/S|200.0|2017-12-05T19:38:00.0000|2018-11-13T20:59:59.0000
6E|WB24||BHE|38.423698|-87.981102|125.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-08T00:00:00.0000|2016-05-01T23:59:59.0000
6E|WB24||BHN|38.423698|-87.981102|125.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-08T00:00:00.0000|2016-05-01T23:59:59.0000
6E|WB24||BHZ|38.423698|-87.981102|125.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-08T00:00:00.0000|2016-05-01T23:59:59.0000
6E|WB25||BHE|38.4007|-87.910797|134.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2015-11-12T22:39:59.0000
6E|WB25||BHE|38.4007|-87.910797|134.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-11-12T22:40:00.0000|2016-05-01T23:59:59.0000
6E|WB25||BHN|38.4007|-87.910797|134.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2015-11-12T22:39:59.0000
6E|WB25||BHN|38.4007|-87.910797|134.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-11-12T22:40:00.0000|2016-05-01T23:59:59.0000
6E|WB25||BHZ|38.4007|-87.910797|134.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2015-11-12T22:39:59.0000
6E|WB25||BHZ|38.4007|-87.910797|134.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-11-12T22:40:00.0000|2016-05-01T23:59:59.0000
6E|WB26||BHE|38.377602|-87.855103|129.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB26||BHN|38.377602|-87.855103|129.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB26||BHZ|38.377602|-87.855103|129.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB28||BHE|38.3466|-87.732903|123.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB28||BHN|38.3466|-87.732903|123.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB28||BHZ|38.3466|-87.732903|123.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB29||BHE|38.315102|-87.714203|127.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-15T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB29||BHN|38.315102|-87.714203|127.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-15T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB29||BHZ|38.315102|-87.714203|127.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-15T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB30||BHE|38.279301|-87.658897|143.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB30||BHN|38.279301|-87.658897|143.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB30||BHZ|38.279301|-87.658897|143.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-14T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB31||BHE|38.253799|-87.615402|135.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2015-03-28T16:30:00.0000
6E|WB31||BHE|38.253799|-87.615402|135.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T17:00:00.0000|2016-12-31T23:59:59.0000
6E|WB31||BHN|38.253799|-87.615402|135.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2015-03-28T16:30:00.0000
6E|WB31||BHN|38.253799|-87.615402|135.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T17:00:00.0000|2016-12-31T23:59:59.0000
6E|WB31||BHZ|38.253799|-87.615402|135.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2015-03-28T16:30:00.0000
6E|WB31||BHZ|38.253799|-87.615402|135.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T17:00:00.0000|2016-12-31T23:59:59.0000
6E|WB32||BHE|38.237999|-87.564903|159.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB32||BHN|38.237999|-87.564903|159.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB32||BHZ|38.237999|-87.564903|159.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-13T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB33||BHE|38.216|-87.522301|140.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB33||BHN|38.216|-87.522301|140.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB33||BHZ|38.216|-87.522301|140.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB34||BHE|38.187801|-87.459702|138.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB34||BHN|38.187801|-87.459702|138.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB34||BHZ|38.187801|-87.459702|138.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB35||BHE|38.1777|-87.396896|144.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-02-04T20:10:00.0000
6E|WB35||BHN|38.1777|-87.396896|144.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-02-04T20:10:00.0000
6E|WB35||BHZ|38.1777|-87.396896|144.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-12T00:00:00.0000|2016-02-04T20:10:00.0000
6E|WB36||BHE|38.142399|-87.318802|178.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2015-04-10T21:30:00.0000
6E|WB36||BHE|38.142399|-87.318802|178.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-10T22:00:00.0000|2016-12-31T23:59:59.0000
6E|WB36||BHN|38.142399|-87.318802|178.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2015-04-10T21:30:00.0000
6E|WB36||BHN|38.142399|-87.318802|178.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-10T22:00:00.0000|2016-12-31T23:59:59.0000
6E|WB36||BHZ|38.142399|-87.318802|178.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2015-04-10T21:30:00.0000
6E|WB36||BHZ|38.142399|-87.318802|178.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-10T22:00:00.0000|2016-12-31T23:59:59.0000
6E|WB37||BHE|38.120098|-87.286201|149.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB37||BHN|38.120098|-87.286201|149.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB37||BHZ|38.120098|-87.286201|149.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB38||BHE|38.069302|-87.209801|128.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB38||BHN|38.069302|-87.209801|128.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB38||BHZ|38.069302|-87.209801|128.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB39||BHE|38.033501|-87.0718|131.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-03-28T17:30:00.0000
6E|WB39||BHE|38.033501|-87.0718|131.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T18:00:00.0000|2015-09-20T23:05:00.0000
6E|WB39||BHE|38.033501|-87.0718|131.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-09-20T23:10:00.0000|2016-02-04T22:00:00.0000
6E|WB39||BHE|38.033501|-87.0718|131.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2016-02-04T22:30:00.0000|2016-12-31T23:59:59.0000
6E|WB39||BHN|38.033501|-87.0718|131.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-03-28T17:30:00.0000
6E|WB39||BHN|38.033501|-87.0718|131.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T18:00:00.0000|2015-09-20T23:05:00.0000
6E|WB39||BHN|38.033501|-87.0718|131.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-09-20T23:10:00.0000|2016-02-04T22:00:00.0000
6E|WB39||BHN|38.033501|-87.0718|131.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2016-02-04T22:30:00.0000|2016-12-31T23:59:59.0000
6E|WB39||BHZ|38.033501|-87.0718|131.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-03-28T17:30:00.0000
6E|WB39||BHZ|38.033501|-87.0718|131.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T18:00:00.0000|2015-09-20T23:05:00.0000
6E|WB39||BHZ|38.033501|-87.0718|131.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-09-20T23:10:00.0000|2016-02-04T22:00:00.0000
6E|WB39||BHZ|38.033501|-87.0718|131.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2016-02-04T22:30:00.0000|2016-12-31T23:59:59.0000
6E|WB40||BHE|37.993099|-87.009598|158.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-03-28T19:30:00.0000
6E|WB40||BHE|37.993099|-87.009598|158.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T20:00:00.0000|2016-12-31T23:59:59.0000
6E|WB40||BHN|37.993099|-87.009598|158.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-03-28T19:30:00.0000
6E|WB40||BHN|37.993099|-87.009598|158.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T20:00:00.0000|2016-12-31T23:59:59.0000
6E|WB40||BHZ|37.993099|-87.009598|158.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-03-28T19:30:00.0000
6E|WB40||BHZ|37.993099|-87.009598|158.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-03-28T20:00:00.0000|2016-12-31T23:59:59.0000
6E|WB41||BHE|37.929798|-86.923302|119.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2015-04-17T19:30:00.0000
6E|WB41||BHE|37.929798|-86.923302|119.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-17T20:00:00.0000|2016-12-31T23:59:59.0000
6E|WB41||BHN|37.929798|-86.923302|119.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2015-04-17T19:30:00.0000
6E|WB41||BHN|37.929798|-86.923302|119.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-17T20:00:00.0000|2016-12-31T23:59:59.0000
6E|WB41||BHZ|37.929798|-86.923302|119.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-11T00:00:00.0000|2015-04-17T19:30:00.0000
6E|WB41||BHZ|37.929798|-86.923302|119.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-17T20:00:00.0000|2016-12-31T23:59:59.0000
6E|WB42||BHE|37.897499|-86.824799|147.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB42||BHN|37.897499|-86.824799|147.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB42||BHZ|37.897499|-86.824799|147.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB43||BHE|37.8437|-86.741699|156.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-04-11T18:05:00.0000
6E|WB43||BHE|37.8437|-86.741699|156.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-11T18:20:00.0000|2016-12-31T23:59:59.0000
6E|WB43||BHN|37.8437|-86.741699|156.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-04-11T18:05:00.0000
6E|WB43||BHN|37.8437|-86.741699|156.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-11T18:20:00.0000|2016-12-31T23:59:59.0000
6E|WB43||BHZ|37.8437|-86.741699|156.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-10T00:00:00.0000|2015-04-11T18:05:00.0000
6E|WB43||BHZ|37.8437|-86.741699|156.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2015-04-11T18:20:00.0000|2016-12-31T23:59:59.0000
6E|WB44||BHE|37.798599|-86.614098|221.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB44||BHN|37.798599|-86.614098|221.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB44||BHZ|37.798599|-86.614098|221.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-09T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB45||BHE|37.723099|-86.522598|176.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-08T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB45||BHN|37.723099|-86.522598|176.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-08T00:00:00.0000|2016-12-31T23:59:59.0000
6E|WB45||BHZ|37.723099|-86.522598|176.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|9.46633E8|0.2|M/S|40.0|2014-05-08T00:00:00.0000|2016-12-31T23:59:59.0000
